Title,Author,Length,Link
Harry Potter and the Goblet of Fire (Narrated by Stephen Fry),By: J.K. Rowling,Length: 20 hrs and 54 mins,https://www.audible.com/pd/Harry-Potter-and-the-Goblet-of-Fire-Narrated-by-Stephen-Fry-Audiobook/B0D1C5R1XF?qid=1722342609&sr=1-308&ref_pageloadid=EY5Wld7dyidQqf4Z&ref=a_search_c3_lProduct_16_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VCDHYGKNJB4GKB51HRCN&pageLoadId=jltaAIQfnGu7Ng9w&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Nuclear War,By: Annie Jacobsen,Length: 11 hrs and 19 mins,https://www.audible.com/pd/Nuclear-War-Audiobook/B0CF6R3R7W?qid=1722342609&sr=1-309&ref_pageloadid=EY5Wld7dyidQqf4Z&ref=a_search_c3_lProduct_16_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VCDHYGKNJB4GKB51HRCN&pageLoadId=jltaAIQfnGu7Ng9w&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Democracy at Risk: The Dangers of Project 2025,By: J. E. Fowlers,Length: 2 hrs and 32 mins,https://www.audible.com/pd/Democracy-at-Risk-The-Dangers-of-Project-2025-Audiobook/B0D9HXTWFD?qid=1722342609&sr=1-310&ref_pageloadid=EY5Wld7dyidQqf4Z&ref=a_search_c3_lProduct_16_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VCDHYGKNJB4GKB51HRCN&pageLoadId=jltaAIQfnGu7Ng9w&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Never Split the Difference,By: Chris Voss,Length: 8 hrs and 7 mins,https://www.audible.com/pd/Never-Split-the-Difference-Audiobook/B01CF5O89G?qid=1722342609&sr=1-311&ref_pageloadid=EY5Wld7dyidQqf4Z&ref=a_search_c3_lProduct_16_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VCDHYGKNJB4GKB51HRCN&pageLoadId=jltaAIQfnGu7Ng9w&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Feast for Crows,By: George R.R. Martin,Length: 33 hrs and 51 mins,https://www.audible.com/pd/A-Feast-for-Crows-Audiobook/B006LPIVL8?qid=1722342609&sr=1-312&ref_pageloadid=EY5Wld7dyidQqf4Z&ref=a_search_c3_lProduct_16_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VCDHYGKNJB4GKB51HRCN&pageLoadId=jltaAIQfnGu7Ng9w&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Grandest Game,By: Jennifer Lynn Barnes,Length: 10 hrs and 12 mins,https://www.audible.com/pd/The-Grandest-Game-Audiobook/B0CGVSKDTD?qid=1722342609&sr=1-313&ref_pageloadid=EY5Wld7dyidQqf4Z&ref=a_search_c3_lProduct_16_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VCDHYGKNJB4GKB51HRCN&pageLoadId=jltaAIQfnGu7Ng9w&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Cliffs: Reese's Book Club,By: J. Courtney Sullivan,Length: 15 hrs and 25 mins,https://www.audible.com/pd/The-Cliffs-Audiobook/B0CKM74YCS?qid=1722342609&sr=1-314&ref_pageloadid=EY5Wld7dyidQqf4Z&ref=a_search_c3_lProduct_16_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VCDHYGKNJB4GKB51HRCN&pageLoadId=jltaAIQfnGu7Ng9w&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Midnight Feast,By: Lucy Foley,Length: 10 hrs and 20 mins,https://www.audible.com/pd/The-Midnight-Feast-Audiobook/B0CLLL93VV?qid=1722342609&sr=1-315&ref_pageloadid=EY5Wld7dyidQqf4Z&ref=a_search_c3_lProduct_16_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VCDHYGKNJB4GKB51HRCN&pageLoadId=jltaAIQfnGu7Ng9w&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Demon Copperhead,By: Barbara Kingsolver,Length: 21 hrs and 3 mins,https://www.audible.com/pd/Demon-Copperhead-Audiobook/B09QH6P7X4?qid=1722342609&sr=1-316&ref_pageloadid=EY5Wld7dyidQqf4Z&ref=a_search_c3_lProduct_16_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VCDHYGKNJB4GKB51HRCN&pageLoadId=jltaAIQfnGu7Ng9w&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
How to Win Friends & Influence People,By: Dale Carnegie,Length: 7 hrs and 15 mins,https://www.audible.com/pd/How-to-Win-Friends-Influence-People-Audiobook/B002V5BV96?qid=1722342609&sr=1-317&ref_pageloadid=EY5Wld7dyidQqf4Z&ref=a_search_c3_lProduct_16_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VCDHYGKNJB4GKB51HRCN&pageLoadId=jltaAIQfnGu7Ng9w&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Suiting Up,By: Lykanthropy,Length: 14 hrs and 19 mins,https://www.audible.com/pd/Suiting-Up-Audiobook/B0D7X4TLMS?qid=1722342609&sr=1-318&ref_pageloadid=EY5Wld7dyidQqf4Z&ref=a_search_c3_lProduct_16_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VCDHYGKNJB4GKB51HRCN&pageLoadId=jltaAIQfnGu7Ng9w&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Last Horizons,By: Peter Hathaway Capstick,Length: 10 hrs and 9 mins,https://www.audible.com/pd/Last-Horizons-Audiobook/B0D9YY83S5?qid=1722342609&sr=1-319&ref_pageloadid=EY5Wld7dyidQqf4Z&ref=a_search_c3_lProduct_16_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VCDHYGKNJB4GKB51HRCN&pageLoadId=jltaAIQfnGu7Ng9w&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Discovery of Witches,By: Deborah Harkness,Length: 23 hrs and 59 mins,https://www.audible.com/pd/A-Discovery-of-Witches-Audiobook/B004MNLNX4?qid=1722342609&sr=1-320&ref_pageloadid=EY5Wld7dyidQqf4Z&ref=a_search_c3_lProduct_16_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VCDHYGKNJB4GKB51HRCN&pageLoadId=jltaAIQfnGu7Ng9w&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
He Who Fights with Monsters 4,"By: Shirtaloon, Travis Deverell",Length: 22 hrs and 20 mins,https://www.audible.com/pd/He-Who-Fights-with-Monsters-4-Audiobook/B09GHD1R2R?qid=1722342613&sr=1-321&ref_pageloadid=jltaAIQfnGu7Ng9w&ref=a_search_c3_lProduct_17_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=85YVBCRE9G8DNFM0RGD0&pageLoadId=6JLFy3gR0OZ1XgCD&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Harry Potter and the Order of the Phoenix, Book 5",By: J.K. Rowling,Length: 26 hrs and 28 mins,https://www.audible.com/pd/Harry-Potter-and-the-Order-of-the-Phoenix-Book-5-Audiobook/B017V4NMX4?qid=1722342613&sr=1-322&ref_pageloadid=jltaAIQfnGu7Ng9w&ref=a_search_c3_lProduct_17_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=85YVBCRE9G8DNFM0RGD0&pageLoadId=6JLFy3gR0OZ1XgCD&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Women,By: Kristin Hannah,Length: 14 hrs and 57 mins,https://www.audible.com/pd/The-Women-Audiobook/B0C4Q8SZRW?qid=1722342613&sr=1-323&ref_pageloadid=jltaAIQfnGu7Ng9w&ref=a_search_c3_lProduct_17_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=85YVBCRE9G8DNFM0RGD0&pageLoadId=6JLFy3gR0OZ1XgCD&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Defiler's Curse,By: HDA Roberts,Length: 20 hrs and 38 mins,https://www.audible.com/pd/Defilers-Curse-Audiobook/B0D826LQW2?qid=1722342613&sr=1-324&ref_pageloadid=jltaAIQfnGu7Ng9w&ref=a_search_c3_lProduct_17_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=85YVBCRE9G8DNFM0RGD0&pageLoadId=6JLFy3gR0OZ1XgCD&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Twisted Love,By: Ana Huang,Length: 10 hrs and 41 mins,https://www.audible.com/pd/Twisted-Love-Audiobook/B0B1W2HKVS?qid=1722342613&sr=1-325&ref_pageloadid=jltaAIQfnGu7Ng9w&ref=a_search_c3_lProduct_17_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=85YVBCRE9G8DNFM0RGD0&pageLoadId=6JLFy3gR0OZ1XgCD&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Ready Player One,By: Ernest Cline,Length: 15 hrs and 40 mins,https://www.audible.com/pd/Ready-Player-One-Audiobook/B005FRGT44?qid=1722342613&sr=1-326&ref_pageloadid=jltaAIQfnGu7Ng9w&ref=a_search_c3_lProduct_17_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=85YVBCRE9G8DNFM0RGD0&pageLoadId=6JLFy3gR0OZ1XgCD&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Pucking Coach's Daughter,By: S. Massery,Length: 15 hrs and 19 mins,https://www.audible.com/pd/The-Pucking-Coachs-Daughter-Audiobook/B0D7F4DWBJ?qid=1722342613&sr=1-327&ref_pageloadid=jltaAIQfnGu7Ng9w&ref=a_search_c3_lProduct_17_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=85YVBCRE9G8DNFM0RGD0&pageLoadId=6JLFy3gR0OZ1XgCD&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Seeing Through,By: Ricky Ian Gordon,Length: 18 hrs and 4 mins,https://www.audible.com/pd/Seeing-Through-Audiobook/B0D9WK12TH?qid=1722342613&sr=1-328&ref_pageloadid=jltaAIQfnGu7Ng9w&ref=a_search_c3_lProduct_17_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=85YVBCRE9G8DNFM0RGD0&pageLoadId=6JLFy3gR0OZ1XgCD&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
USS Washington: The Black Ship,By: Mark Wayne McGinnis,Length: 11 hrs and 36 mins,https://www.audible.com/pd/USS-Washington-The-Black-Ship-Audiobook/B0D9MTZYM1?qid=1722342613&sr=1-329&ref_pageloadid=jltaAIQfnGu7Ng9w&ref=a_search_c3_lProduct_17_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=85YVBCRE9G8DNFM0RGD0&pageLoadId=6JLFy3gR0OZ1XgCD&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Court of Mist and Fury (Part 2 of 2) (Dramatized Adaptation),By: Sarah J. Maas,Length: 8 hrs and 23 mins,https://www.audible.com/pd/A-Court-of-Mist-and-Fury-Part-2-of-2-Dramatized-Adaptation-Audiobook/B0B358HP4C?qid=1722342613&sr=1-330&ref_pageloadid=jltaAIQfnGu7Ng9w&ref=a_search_c3_lProduct_17_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=85YVBCRE9G8DNFM0RGD0&pageLoadId=6JLFy3gR0OZ1XgCD&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Terminal List,By: Jack Carr,Length: 12 hrs and 3 mins,https://www.audible.com/pd/The-Terminal-List-Audiobook/B078SG5VPQ?qid=1722342613&sr=1-331&ref_pageloadid=jltaAIQfnGu7Ng9w&ref=a_search_c3_lProduct_17_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=85YVBCRE9G8DNFM0RGD0&pageLoadId=6JLFy3gR0OZ1XgCD&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Leyline Magus,"By: Isaac Keyes, Marcus Sloss",Length: 10 hrs and 12 mins,https://www.audible.com/pd/Leyline-Magus-Audiobook/B0D9WQ38VK?qid=1722342613&sr=1-332&ref_pageloadid=jltaAIQfnGu7Ng9w&ref=a_search_c3_lProduct_17_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=85YVBCRE9G8DNFM0RGD0&pageLoadId=6JLFy3gR0OZ1XgCD&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Assassin's Apprentice,By: Scott Baron,Length: 13 hrs and 34 mins,https://www.audible.com/pd/Assassins-Apprentice-Audiobook/B0D7QKTP17?qid=1722342613&sr=1-333&ref_pageloadid=jltaAIQfnGu7Ng9w&ref=a_search_c3_lProduct_17_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=85YVBCRE9G8DNFM0RGD0&pageLoadId=6JLFy3gR0OZ1XgCD&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The War on Warriors,By: Pete Hegseth,Length: 8 hrs and 10 mins,https://www.audible.com/pd/The-War-on-Warriors-Audiobook/B0CLYMH88W?qid=1722342613&sr=1-334&ref_pageloadid=jltaAIQfnGu7Ng9w&ref=a_search_c3_lProduct_17_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=85YVBCRE9G8DNFM0RGD0&pageLoadId=6JLFy3gR0OZ1XgCD&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Renewal After Dark,By: Marie Force,Length: 10 hrs and 52 mins,https://www.audible.com/pd/Renewal-After-Dark-Audiobook/B0D3JPDCNB?qid=1722342613&sr=1-335&ref_pageloadid=jltaAIQfnGu7Ng9w&ref=a_search_c3_lProduct_17_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=85YVBCRE9G8DNFM0RGD0&pageLoadId=6JLFy3gR0OZ1XgCD&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Iron Flame (Part 1 of 2) (Dramatized Adaptation),By: Rebecca Yarros,Length: 11 hrs and 38 mins,https://www.audible.com/pd/Iron-Flame-Part-1-of-2-Dramatized-Adaptation-Audiobook/B0CYJN13ZH?qid=1722342613&sr=1-336&ref_pageloadid=jltaAIQfnGu7Ng9w&ref=a_search_c3_lProduct_17_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=85YVBCRE9G8DNFM0RGD0&pageLoadId=6JLFy3gR0OZ1XgCD&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Fast Like a Girl,By: Dr. Mindy Pelz,Length: 8 hrs and 13 mins,https://www.audible.com/pd/Fast-Like-a-Girl-Audiobook/B0BPVPLHMW?qid=1722342613&sr=1-337&ref_pageloadid=jltaAIQfnGu7Ng9w&ref=a_search_c3_lProduct_17_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=85YVBCRE9G8DNFM0RGD0&pageLoadId=6JLFy3gR0OZ1XgCD&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Four Agreements,By: don Miguel Ruiz,Length: 2 hrs and 31 mins,https://www.audible.com/pd/The-Four-Agreements-Audiobook/B002VA3GJO?qid=1722342613&sr=1-338&ref_pageloadid=jltaAIQfnGu7Ng9w&ref=a_search_c3_lProduct_17_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=85YVBCRE9G8DNFM0RGD0&pageLoadId=6JLFy3gR0OZ1XgCD&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Friends, Lovers, and the Big Terrible Thing",By: Matthew Perry,Length: 8 hrs and 49 mins,https://www.audible.com/pd/Friends-Lovers-and-the-Big-Terrible-Thing-Audiobook/B09RQ4HRHN?qid=1722342613&sr=1-339&ref_pageloadid=jltaAIQfnGu7Ng9w&ref=a_search_c3_lProduct_17_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=85YVBCRE9G8DNFM0RGD0&pageLoadId=6JLFy3gR0OZ1XgCD&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Search,By: Nora Roberts,Length: 14 hrs and 54 mins,https://www.audible.com/pd/The-Search-Audiobook/B003SPIZAG?qid=1722342613&sr=1-340&ref_pageloadid=jltaAIQfnGu7Ng9w&ref=a_search_c3_lProduct_17_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=85YVBCRE9G8DNFM0RGD0&pageLoadId=6JLFy3gR0OZ1XgCD&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Power of Your Dreams,"By: Stephanie Ike Okafor, Touré Roberts",Length: 7 hrs,https://www.audible.com/pd/The-Power-of-Your-Dreams-Audiobook/B0CDCMLD43?qid=1722342617&sr=1-341&ref_pageloadid=6JLFy3gR0OZ1XgCD&ref=a_search_c3_lProduct_18_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CXEJBDVZQ8JH5T4SRPFA&pageLoadId=K2tKjN87l3ySa0Bc&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Housemaid's Secret,By: Freida McFadden,Length: 9 hrs and 44 mins,https://www.audible.com/pd/The-Housemaids-Secret-Audiobook/B0BSVGL75P?qid=1722342617&sr=1-342&ref_pageloadid=6JLFy3gR0OZ1XgCD&ref=a_search_c3_lProduct_18_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CXEJBDVZQ8JH5T4SRPFA&pageLoadId=K2tKjN87l3ySa0Bc&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dark Witch: Twin Destinies,By: I. T. Lucas,Length: 8 hrs and 41 mins,https://www.audible.com/pd/Dark-Witch-Twin-Destinies-Audiobook/B0D9QZYZRJ?qid=1722342617&sr=1-343&ref_pageloadid=6JLFy3gR0OZ1XgCD&ref=a_search_c3_lProduct_18_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CXEJBDVZQ8JH5T4SRPFA&pageLoadId=K2tKjN87l3ySa0Bc&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Hábitos atómicos (Español neutro),By: James Clear,Length: 9 hrs and 1 min,https://www.audible.com/pd/Habitos-atomicos-Espanol-neutro-Audiobook/6077477206?qid=1722342617&sr=1-344&ref_pageloadid=6JLFy3gR0OZ1XgCD&ref=a_search_c3_lProduct_18_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CXEJBDVZQ8JH5T4SRPFA&pageLoadId=K2tKjN87l3ySa0Bc&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Part of Your World,By: Abby Jimenez,Length: 10 hrs and 5 mins,https://www.audible.com/pd/Part-of-Your-World-Audiobook/B09NF42ZYV?qid=1722342617&sr=1-345&ref_pageloadid=6JLFy3gR0OZ1XgCD&ref=a_search_c3_lProduct_18_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CXEJBDVZQ8JH5T4SRPFA&pageLoadId=K2tKjN87l3ySa0Bc&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Golden Touch,By: Sarina Bowen,Length: 7 hrs and 47 mins,https://www.audible.com/pd/Golden-Touch-Audiobook/B0D84F4SDN?qid=1722342617&sr=1-346&ref_pageloadid=6JLFy3gR0OZ1XgCD&ref=a_search_c3_lProduct_18_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CXEJBDVZQ8JH5T4SRPFA&pageLoadId=K2tKjN87l3ySa0Bc&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Fast Track to Your Extra Class Ham Radio License,"By: Michael Burnette, Kerry Burnette",Length: 21 hrs and 44 mins,https://www.audible.com/pd/The-Fast-Track-to-Your-Extra-Class-Ham-Radio-License-Audiobook/B0D9MW4VY1?qid=1722342617&sr=1-347&ref_pageloadid=6JLFy3gR0OZ1XgCD&ref=a_search_c3_lProduct_18_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CXEJBDVZQ8JH5T4SRPFA&pageLoadId=K2tKjN87l3ySa0Bc&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Hello Beautiful,By: Ann Napolitano,Length: 15 hrs and 6 mins,https://www.audible.com/pd/Hello-Beautiful-Audiobook/B0B7VKMC1Y?qid=1722342617&sr=1-348&ref_pageloadid=6JLFy3gR0OZ1XgCD&ref=a_search_c3_lProduct_18_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CXEJBDVZQ8JH5T4SRPFA&pageLoadId=K2tKjN87l3ySa0Bc&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Magitech Chronicles Omnibus,By: Chris Fox,Length: 108 hrs and 51 mins,https://www.audible.com/pd/Magitech-Chronicles-Omnibus-Audiobook/B0BRTHYML6?qid=1722342617&sr=1-349&ref_pageloadid=6JLFy3gR0OZ1XgCD&ref=a_search_c3_lProduct_18_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CXEJBDVZQ8JH5T4SRPFA&pageLoadId=K2tKjN87l3ySa0Bc&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
He Who Fights with Monsters 10,"By: Shirtaloon, Travis Deverell",Length: 25 hrs and 18 mins,https://www.audible.com/pd/He-Who-Fights-with-Monsters-10-Audiobook/B0C1PV6Q7C?qid=1722342617&sr=1-350&ref_pageloadid=6JLFy3gR0OZ1XgCD&ref=a_search_c3_lProduct_18_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CXEJBDVZQ8JH5T4SRPFA&pageLoadId=K2tKjN87l3ySa0Bc&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Deep End,By: Ali Hazelwood,Length: 12 hrs and 30 mins,https://www.audible.com/pd/Deep-End-Audiobook/B0D5YYLTZS?qid=1722342617&sr=1-351&ref_pageloadid=6JLFy3gR0OZ1XgCD&ref=a_search_c3_lProduct_18_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CXEJBDVZQ8JH5T4SRPFA&pageLoadId=K2tKjN87l3ySa0Bc&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Tom Lake,By: Ann Patchett,Length: 11 hrs and 22 mins,https://www.audible.com/pd/Tom-Lake-Audiobook/B0BQ161QW5?qid=1722342617&sr=1-352&ref_pageloadid=6JLFy3gR0OZ1XgCD&ref=a_search_c3_lProduct_18_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CXEJBDVZQ8JH5T4SRPFA&pageLoadId=K2tKjN87l3ySa0Bc&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Silencer Series Box Set Books 1-4,By: Mike Ryan,Length: 20 hrs and 25 mins,https://www.audible.com/pd/The-Silencer-Series-Box-Set-Books-1-4-Audiobook/B089Y212YC?qid=1722342617&sr=1-353&ref_pageloadid=6JLFy3gR0OZ1XgCD&ref=a_search_c3_lProduct_18_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CXEJBDVZQ8JH5T4SRPFA&pageLoadId=K2tKjN87l3ySa0Bc&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Iron Flame,By: Rebecca Yarros,Length: 28 hrs and 16 mins,https://www.audible.com/pd/Iron-Flame-Audiobook/B0C9V5SLQQ?qid=1722342617&sr=1-354&ref_pageloadid=6JLFy3gR0OZ1XgCD&ref=a_search_c3_lProduct_18_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CXEJBDVZQ8JH5T4SRPFA&pageLoadId=K2tKjN87l3ySa0Bc&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
If You Tell,By: Gregg Olsen,Length: 10 hrs and 34 mins,https://www.audible.com/pd/If-You-Tell-Audiobook/1799708225?qid=1722342617&sr=1-355&ref_pageloadid=6JLFy3gR0OZ1XgCD&ref=a_search_c3_lProduct_18_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CXEJBDVZQ8JH5T4SRPFA&pageLoadId=K2tKjN87l3ySa0Bc&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Five Year Lie,By: Sarina Bowen,Length: 12 hrs and 41 mins,https://www.audible.com/pd/The-Five-Year-Lie-Audiobook/B0CF731RRH?qid=1722342617&sr=1-356&ref_pageloadid=6JLFy3gR0OZ1XgCD&ref=a_search_c3_lProduct_18_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CXEJBDVZQ8JH5T4SRPFA&pageLoadId=K2tKjN87l3ySa0Bc&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
People We Meet on Vacation,By: Emily Henry,Length: 10 hrs and 46 mins,https://www.audible.com/pd/People-We-Meet-on-Vacation-Audiobook/0593346807?qid=1722342617&sr=1-357&ref_pageloadid=6JLFy3gR0OZ1XgCD&ref=a_search_c3_lProduct_18_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CXEJBDVZQ8JH5T4SRPFA&pageLoadId=K2tKjN87l3ySa0Bc&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Fragile Oath,"By: Robin D. Mahle, Elle Madison",Length: 9 hrs and 26 mins,https://www.audible.com/pd/Fragile-Oath-Audiobook/B0D9R67M1L?qid=1722342617&sr=1-358&ref_pageloadid=6JLFy3gR0OZ1XgCD&ref=a_search_c3_lProduct_18_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CXEJBDVZQ8JH5T4SRPFA&pageLoadId=K2tKjN87l3ySa0Bc&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Legend of Randidly Ghosthound 7,"By: Noret Flood, puddles4263",Length: 27 hrs and 53 mins,https://www.audible.com/pd/The-Legend-of-Randidly-Ghosthound-7-Audiobook/B0D4819M7W?qid=1722342617&sr=1-359&ref_pageloadid=6JLFy3gR0OZ1XgCD&ref=a_search_c3_lProduct_18_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CXEJBDVZQ8JH5T4SRPFA&pageLoadId=K2tKjN87l3ySa0Bc&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Death in Cornwall,By: Daniel Silva,Length: 9 hrs and 24 mins,https://www.audible.com/pd/A-Death-in-Cornwall-Audiobook/B0CLLLGG5H?qid=1722342617&sr=1-360&ref_pageloadid=6JLFy3gR0OZ1XgCD&ref=a_search_c3_lProduct_18_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CXEJBDVZQ8JH5T4SRPFA&pageLoadId=K2tKjN87l3ySa0Bc&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
